date,total_sales,lag_1,lag_2,lag_3,lag_4,lag_5,lag_6,lag_7,rolling_mean,expanding_mean
2013-09-30,1350890.6600000302,1869818.34999999,2662829.160000041,1859767.91999994,2398571.53999977,1878477.4199999399,2700443.36999989,1415429.5999999,2102971.202857085,863197.3337728933
2013-10-01,1392084.33999996,1350890.6600000302,1869818.34999999,2662829.160000041,1859767.91999994,2398571.53999977,1878477.4199999399,2700443.36999989,1916062.7699999523,865127.5783211673
2013-10-02,1422215.38999994,1392084.33999996,1350890.6600000302,1869818.34999999,2662829.160000041,1859767.91999994,2398571.53999977,1878477.4199999399,1850882.4799999523,867153.3521818173
2013-10-03,1762946.2599999541,1422215.38999994,1392084.33999996,1350890.6600000302,1869818.34999999,2662829.160000041,1859767.91999994,2398571.53999977,1760078.8685714074,870398.9786594192
2013-10-04,2382191.8700001016,1762946.2599999541,1422215.38999994,1392084.33999996,1350890.6600000302,1869818.34999999,2662829.160000041,1859767.91999994,1834710.8614285733,875856.7147292412
2013-10-05,3123225.020000339,2382191.8700001016,1762946.2599999541,1422215.38999994,1392084.33999996,1350890.6600000302,1869818.34999999,2662829.160000041,1900481.698571473,883940.7733812955
2013-10-06,2994089.0499996003,3123225.020000339,2382191.8700001016,1762946.2599999541,1422215.38999994,1392084.33999996,1350890.6600000302,1869818.34999999,2061091.798571417,891504.0288530457
2013-10-07,1291871.4,2994089.0499996003,3123225.020000339,2382191.8700001016,1762946.2599999541,1422215.38999994,1392084.33999996,1350890.6600000302,2052660.47571427,892933.9123214277
2013-10-08,1163956.3,1291871.4,2994089.0499996003,3123225.020000339,2382191.8700001016,1762946.2599999541,1422215.38999994,1392084.33999996,2020070.7557142756,893898.4048042697
2013-10-09,1729306.7000001501,1163956.3,1291871.4,2994089.0499996003,3123225.020000339,2382191.8700001016,1762946.2599999541,1422215.38999994,2063940.9428571628,896860.8455673755
2013-10-10,1534941.4000000414,1729306.7000001501,1163956.3,1291871.4,2994089.0499996003,3123225.020000339,2382191.8700001016,1762946.2599999541,2031368.8200000322,899115.5471731446
2013-10-11,1735223.99999993,1534941.4000000414,1729306.7000001501,1163956.3,1291871.4,2994089.0499996003,3123225.020000339,2382191.8700001016,1938944.8385714362,902059.5910211264
2013-10-12,2138277.95000003,1735223.99999993,1534941.4000000414,1729306.7000001501,1163956.3,1291871.4,2994089.0499996003,3123225.020000339,1798238.1142856777,906397.1992982453
2013-10-13,1748331.4999999993,2138277.95000003,1735223.99999993,1534941.4000000414,1729306.7000001501,1163956.3,1291871.4,2994089.0499996003,1620272.7500000205,909341.0255244751
2013-10-14,1104128.15,1748331.4999999993,2138277.95000003,1735223.99999993,1534941.4000000414,1729306.7000001501,1163956.3,1291871.4,1593452.2857143062,910019.7263066198
2013-10-15,1138802.9,1104128.15,1748331.4999999993,2138277.95000003,1735223.99999993,1534941.4000000414,1729306.7000001501,1163956.3,1589858.9428571633,910814.1123263886
2013-10-16,1017356.3999999999,1138802.9,1104128.15,1748331.4999999993,2138277.95000003,1735223.99999993,1534941.4000000414,1729306.7000001501,1488151.7571428563,911182.7707612454
2013-10-17,1052133.0,1017356.3999999999,1138802.9,1104128.15,1748331.4999999993,2138277.95000003,1735223.99999993,1534941.4000000414,1419179.1285714216,911668.8060344824
2013-10-18,1402906.0000000002,1052133.0,1017356.3999999999,1138802.9,1104128.15,1748331.4999999993,2138277.95000003,1735223.99999993,1371705.1285714319,913356.906357388
2013-10-19,1893123.800000026,1402906.0000000002,1052133.0,1017356.3999999999,1138802.9,1104128.15,1748331.4999999993,2138277.95000003,1336683.1071428598,916712.2724315065
2013-10-20,1551798.0999999999,1893123.800000026,1402906.0000000002,1052133.0,1017356.3999999999,1138802.9,1104128.15,1748331.4999999993,1308606.9071428597,918879.800853242
2013-10-21,815832.39999999,1551798.0999999999,1893123.800000026,1402906.0000000002,1052133.0,1017356.3999999999,1138802.9,1104128.15,1267421.800000001,918529.2994897956
2013-10-22,784099.2499999998,815832.39999999,1551798.0999999999,1893123.800000026,1402906.0000000002,1052133.0,1017356.3999999999,1138802.9,1216749.850000001,918073.6044067793
2013-10-23,811533.5499999989,784099.2499999998,815832.39999999,1551798.0999999999,1893123.800000026,1402906.0000000002,1052133.0,1017356.3999999999,1187346.5857142864,917713.6717905402
2013-10-24,790818.5999999989,811533.5499999989,784099.2499999998,815832.39999999,1551798.0999999999,1893123.800000026,1402906.0000000002,1052133.0,1150015.9571428578,917286.4156565655
2013-10-25,1536962.8500000173,790818.5999999989,811533.5499999989,784099.2499999998,815832.39999999,1551798.0999999999,1893123.800000026,1402906.0000000002,1169166.935714289,919365.8667785233
2013-10-26,1977309.249999951,1536962.8500000173,790818.5999999989,811533.5499999989,784099.2499999998,815832.39999999,1551798.0999999999,1893123.800000026,1181193.4285714212,922904.1389632104
2013-10-27,1474780.499999991,1977309.249999951,1536962.8500000173,790818.5999999989,811533.5499999989,784099.2499999998,815832.39999999,1551798.0999999999,1170190.914285706,924743.726833333
2013-10-28,1022533.1999999979,1474780.499999991,1977309.249999951,1536962.8500000173,790818.5999999989,811533.5499999989,784099.2499999998,815832.39999999,1199719.5999999926,925068.6088039863
2013-10-29,1106047.1499999769,1022533.1999999979,1474780.499999991,1977309.249999951,1536962.8500000173,790818.5999999989,811533.5499999989,784099.2499999998,1245712.1571428464,925667.8754966883
2013-10-30,907019.800000001,1106047.1499999769,1022533.1999999979,1474780.499999991,1977309.249999951,1536962.8500000173,790818.5999999989,811533.5499999989,1259353.0499999896,925606.3306930689
2013-10-31,1044475.000000012,907019.800000001,1106047.1499999769,1022533.1999999979,1474780.499999991,1977309.249999951,1536962.8500000173,790818.5999999989,1295589.6785714198,925997.3460526312
2013-11-01,1265466.999999997,1044475.000000012,907019.800000001,1106047.1499999769,1022533.1999999979,1474780.499999991,1977309.249999951,1536962.8500000173,1256804.5571428451,927110.3613114749
2013-11-02,1768887.0000000042,1265466.999999997,1044475.000000012,907019.800000001,1106047.1499999769,1022533.1999999979,1474780.499999991,1977309.249999951,1227029.9499999955,929861.2653594767
2013-11-03,1746324.8000000012,1768887.0000000042,1265466.999999997,1044475.000000012,907019.800000001,1106047.1499999769,1022533.1999999979,1474780.499999991,1265821.9928571398,932520.7557003254
2013-11-04,1358371.1499999901,1746324.8000000012,1768887.0000000042,1265466.999999997,1044475.000000012,907019.800000001,1106047.1499999769,1022533.1999999979,1313798.8428571387,933903.3868506489
2013-11-05,1315702.05,1358371.1499999901,1746324.8000000012,1768887.0000000042,1265466.999999997,1044475.000000012,907019.800000001,1106047.1499999769,1343749.5428571422,935138.981229773
2013-11-06,1095455.8000000122,1315702.05,1358371.1499999901,1746324.8000000012,1768887.0000000042,1265466.999999997,1044475.000000012,907019.800000001,1370668.9714285724,935656.1322580641
2013-11-07,1098287.0,1095455.8000000122,1315702.05,1358371.1499999901,1746324.8000000012,1768887.0000000042,1265466.999999997,1044475.000000012,1378356.3999999992,936179.0610932473
2013-11-08,1282591.4000000078,1098287.0,1095455.8000000122,1315702.05,1358371.1499999901,1746324.8000000012,1768887.0000000042,1265466.999999997,1380802.7428571437,937289.3570512818
2013-11-09,1722820.2500000019,1282591.4000000078,1098287.0,1095455.8000000122,1315702.05,1358371.1499999901,1746324.8000000012,1768887.0000000042,1374221.7785714292,939799.0404153352
2013-11-10,1431099.8,1722820.2500000019,1282591.4000000078,1098287.0,1095455.8000000122,1315702.05,1358371.1499999901,1746324.8000000012,1329189.6357142865,941363.6925159233
2013-11-11,774482.400000001,1431099.8,1722820.2500000019,1282591.4000000078,1098287.0,1095455.8000000122,1315702.05,1358371.1499999901,1245776.9571428592,940833.9106349204
2013-11-12,833064.7999999999,774482.400000001,1431099.8,1722820.2500000019,1282591.4000000078,1098287.0,1095455.8000000122,1315702.05,1176828.7785714308,940492.8691455694
2013-11-13,764911.4000000001,833064.7999999999,774482.400000001,1431099.8,1722820.2500000019,1282591.4000000078,1098287.0,1095455.8000000122,1129608.1500000004,939938.9843848577
2013-11-14,878935.8300000001,764911.4000000001,833064.7999999999,774482.400000001,1431099.8,1722820.2500000019,1282591.4000000078,1098287.0,1098272.268571429,939747.1505660374
2013-11-15,1199596.749999999,878935.8300000001,764911.4000000001,833064.7999999999,774482.400000001,1431099.8,1722820.2500000019,1282591.4000000078,1086415.8899999992,940561.7261128522
2013-11-16,1763883.240000001,1199596.749999999,878935.8300000001,764911.4000000001,833064.7999999999,774482.400000001,1431099.8,1722820.2500000019,1092282.0314285704,943134.6058437496
2013-11-17,1461397.9500000002,1763883.240000001,1199596.749999999,878935.8300000001,764911.4000000001,833064.7999999999,774482.400000001,1431099.8,1096610.3385714279,944749.1333956382
2013-11-18,769495.4,1461397.9500000002,1763883.240000001,1199596.749999999,878935.8300000001,764911.4000000001,833064.7999999999,774482.400000001,1095897.909999999,944204.8671428567
2013-11-19,860212.600000001,769495.4,1461397.9500000002,1763883.240000001,1199596.749999999,878935.8300000001,764911.4000000001,833064.7999999999,1099776.1671428562,943944.8291640863
2013-11-20,727219.05,860212.600000001,769495.4,1461397.9500000002,1763883.240000001,1199596.749999999,878935.8300000001,764911.4000000001,1094391.5457142848,943275.9224382712
2013-11-21,1005532.6499999681,727219.05,860212.600000001,769495.4,1461397.9500000002,1763883.240000001,1199596.749999999,878935.8300000001,1112476.80571428,943467.4815999996
2013-11-22,1314976.850000034,1005532.6499999681,727219.05,860212.600000001,769495.4,1461397.9500000002,1763883.240000001,1199596.749999999,1128959.6771428564,944607.0808895702
2013-11-23,1756064.4000000001,1314976.850000034,1005532.6499999681,727219.05,860212.600000001,769495.4,1461397.9500000002,1763883.240000001,1127842.699999999,947088.6017431188
2013-11-24,1497372.0999999999,1756064.4000000001,1314976.850000034,1005532.6499999681,727219.05,860212.600000001,769495.4,1461397.9500000002,1132981.8642857135,948766.2953353655
2013-11-25,945082.9999999969,1497372.0999999999,1756064.4000000001,1314976.850000034,1005532.6499999681,727219.05,860212.600000001,769495.4,1158065.8071428558,948755.0999088143
2013-11-26,877433.4499999989,945082.9999999969,1497372.0999999999,1756064.4000000001,1314976.850000034,1005532.6499999681,727219.05,860212.600000001,1160525.928571427,948538.9736969693
2013-11-27,702600.899999999,877433.4499999989,945082.9999999969,1497372.0999999999,1756064.4000000001,1314976.850000034,1005532.6499999681,727219.05,1157009.0499999982,947795.9583685796
2013-11-28,856305.50000001,702600.899999999,877433.4499999989,945082.9999999969,1497372.0999999999,1756064.4000000001,1314976.850000034,1005532.6499999681,1135690.88571429,947520.3846987947
2013-11-29,34237997.8000055,856305.50000001,702600.899999999,877433.4499999989,945082.9999999969,1497372.0999999999,1756064.4000000001,1314976.850000034,5838979.592857929,1047491.7883483644
2013-11-30,5892265.3399996795,34237997.8000055,856305.50000001,702600.899999999,877433.4499999989,945082.9999999969,1497372.0999999999,1756064.4000000001,6429865.441429311,1061997.0983832486
2013-12-01,3394490.6699987003,5892265.3399996795,34237997.8000055,856305.50000001,702600.899999999,877433.4499999989,945082.9999999969,1497372.0999999999,6700882.380000554,1068959.7657612052
2013-12-02,1660534.2399999972,3394490.6699987003,5892265.3399996795,34237997.8000055,856305.50000001,702600.899999999,877433.4499999989,945082.9999999969,6803089.700000553,1070720.404077392
2013-12-03,1654775.4799996957,1660534.2399999972,3394490.6699987003,5892265.3399996795,34237997.8000055,856305.50000001,702600.899999999,877433.4499999989,6914138.561429082,1072453.5051928887
2013-12-04,1606964.789999997,1654775.4799996957,1660534.2399999972,3394490.6699987003,5892265.3399996795,34237997.8000055,856305.50000001,702600.899999999,7043333.402857654,1074034.8995266375
2013-12-05,2221086.280000493,1606964.789999997,1654775.4799996957,1660534.2399999972,3394490.6699987003,5892265.3399996795,34237997.8000055,856305.50000001,7238302.085714866,1077418.5319174158
2013-12-06,4570515.870000488,2221086.280000493,1606964.789999997,1654775.4799996957,1660534.2399999972,3394490.6699987003,5892265.3399996795,34237997.8000055,3000090.3814284354,1087692.3476176602
2013-12-07,3433432.6499999803,4570515.870000488,2221086.280000493,1606964.789999997,1654775.4799996957,1660534.2399999972,3394490.6699987003,5892265.3399996795,2648828.5685713356,1094571.351436963
2013-12-08,2096702.1,3433432.6499999803,4570515.870000488,2221086.280000493,1606964.789999997,1654775.4799996957,1660534.2399999972,3394490.6699987003,2463430.201428664,1097501.5583041066
2013-12-09,1409915.810000005,2096702.1,3433432.6499999803,4570515.870000488,2221086.280000493,1606964.789999997,1654775.4799996957,1660534.2399999972,2427627.5685715224,1098412.387026252
2013-12-10,1583260.3100000033,1409915.810000005,2096702.1,3433432.6499999803,4570515.870000488,2221086.280000493,1606964.789999997,1654775.4799996957,2417411.1157144234,1099821.8286628036
2013-12-11,1364971.5800000099,1583260.3100000033,1409915.810000005,2096702.1,3433432.6499999803,4570515.870000488,2221086.280000493,1606964.789999997,2382840.6571429963,1100590.3786666796
2013-12-12,1356611.53,1364971.5800000099,1583260.3100000033,1409915.810000005,2096702.1,3433432.6499999803,4570515.870000488,2221086.280000493,2259344.2642857833,1101330.3241907642
2013-12-13,2630414.5900000082,1356611.53,1364971.5800000099,1583260.3100000033,1409915.810000005,2096702.1,3433432.6499999803,4570515.870000488,1982186.9385714286,1105736.90708935
2013-12-14,4811837.98999983,2630414.5900000082,1356611.53,1364971.5800000099,1583260.3100000033,1409915.810000005,2096702.1,3433432.6499999803,2179101.9871428357,1116386.62284484
2013-12-15,2748571.260000009,4811837.98999983,2630414.5900000082,1356611.53,1364971.5800000099,1583260.3100000033,1409915.810000005,2096702.1,2272226.152857123,1121063.3696561728
2013-12-16,3695292.489997294,2748571.260000009,4811837.98999983,2630414.5900000082,1356611.53,1364971.5800000099,1583260.3100000033,1409915.810000005,2598708.5357138785,1128418.3100000045
2013-12-17,3141925.8000006997,3695292.489997294,2748571.260000009,4811837.98999983,2630414.5900000082,1356611.53,1364971.5800000099,1583260.3100000033,2821375.034285407,1134154.7985755051
2013-12-18,4778947.04999981,3141925.8000006997,3695292.489997294,2748571.260000009,4811837.98999983,2630414.5900000082,1356611.53,1364971.5800000099,3309085.81571395,1144509.3220170515
2013-12-19,6668525.640002301,4778947.04999981,3141925.8000006997,3695292.489997294,2748571.260000009,4811837.98999983,2630414.5900000082,1356611.53,4067930.688571421,1160158.0934561032
2013-12-20,4038000.619998801,6668525.640002301,4778947.04999981,3141925.8000006997,3695292.489997294,2748571.260000009,4811837.98999983,2630414.5900000082,4269014.407142677,1168287.5921186532
2013-12-21,5118781.880000121,4038000.619998801,6668525.640002301,4778947.04999981,3141925.8000006997,3695292.489997294,2748571.260000009,4811837.98999983,4312863.534285576,1179415.745042263
2013-12-22,3955861.1599999815,5118781.880000121,4038000.619998801,6668525.640002301,4778947.04999981,3141925.8000006997,3695292.489997294,2748571.260000009,4485333.519999858,1187214.7490168633
2013-12-23,3107675.880000126,3955861.1599999815,5118781.880000121,4038000.619998801,6668525.640002301,4778947.04999981,3141925.8000006997,3695292.489997294,4401388.290000263,1192594.191960794
2013-12-24,4395783.719999595,3107675.880000126,3955861.1599999815,5118781.880000121,4038000.619998801,6668525.640002301,4778947.04999981,3141925.8000006997,4580510.850000104,1201541.6487430253
2013-12-25,3916987.730000124,4395783.719999595,3107675.880000126,3955861.1599999815,5118781.880000121,4038000.619998801,6668525.640002301,4778947.04999981,4457373.804285863,1209105.5654039085
2013-12-26,4581412.350000102,3916987.730000124,4395783.719999595,3107675.880000126,3955861.1599999815,5118781.880000121,4038000.619998801,6668525.640002301,4159214.7628569785,1218473.0842500092
2013-12-27,5120510.989999799,4581412.350000102,3916987.730000124,4395783.719999595,3107675.880000126,3955861.1599999815,5118781.880000121,4038000.619998801,4313859.10142855,1229282.053518014
2013-12-28,7992757.550000389,5120510.989999799,4581412.350000102,3916987.730000124,4395783.719999595,3107675.880000126,3955861.1599999815,5118781.880000121,4724427.05428573,1247965.6874861973
2013-12-29,7529618.499999857,7992757.550000389,5120510.989999799,4581412.350000102,3916987.730000124,4395783.719999595,3107675.880000126,3955861.1599999815,5234963.817142856,1265270.5161708079
2013-12-30,8151394.8999999855,7529618.499999857,7992757.550000389,5120510.989999799,4581412.350000102,3916987.730000124,4395783.719999595,3107675.880000126,5955495.105714263,1284188.4403022067
2013-12-31,6208281.339999464,8151394.8999999855,7529618.499999857,7992757.550000389,5120510.989999799,4581412.350000102,3916987.730000124,4395783.719999595,6214423.337142817,1297679.1057808292
2014-01-01,1121562.899999999,6208281.339999464,8151394.8999999855,7529618.499999857,7992757.550000389,5120510.989999799,4581412.350000102,3916987.730000124,5815076.932857084,1297197.913961756
2014-01-02,3528962.11999994,1121562.899999999,6208281.339999464,8151394.8999999855,7529618.499999857,7992757.550000389,5120510.989999799,4581412.350000102,5664726.899999918,1303279.0153406067
2014-01-03,3134593.290000001,3528962.11999994,1121562.899999999,6208281.339999464,8151394.8999999855,7529618.499999857,7992757.550000389,5120510.989999799,5381024.371428519,1308255.412826094
2014-01-04,2914372.009999999,3134593.290000001,3528962.11999994,1121562.899999999,6208281.339999464,8151394.8999999855,7529618.499999857,7992757.550000389,4655540.722857034,1312608.0323306303
2014-01-05,2675324.92,2914372.009999999,3134593.290000001,3528962.11999994,1121562.899999999,6208281.339999464,8151394.8999999855,7529618.499999857,3962070.2114284826,1316291.050945953
2014-01-06,2288626.74,2675324.92,2914372.009999999,3134593.290000001,3528962.11999994,1121562.899999999,6208281.339999464,8151394.8999999855,3124531.902857057,1318911.9018598455
2014-01-07,1866038.65,2288626.74,2675324.92,2914372.009999999,3134593.290000001,3528962.11999994,1121562.899999999,6208281.339999464,2504211.5185714187,1320382.6726881792
2014-01-08,1944818.8399999992,1866038.65,2288626.74,2675324.92,2914372.009999999,3134593.290000001,3528962.11999994,1121562.899999999,2621819.5099999905,1322056.7642895512
2014-01-09,1487810.4400000088,1944818.8399999992,1866038.65,2288626.74,2675324.92,2914372.009999999,3134593.290000001,3528962.11999994,2330226.412857143,1322499.9559358358
2014-01-10,1395472.6,1487810.4400000088,1944818.8399999992,1866038.65,2288626.74,2675324.92,2914372.009999999,3134593.290000001,2081780.6,1322694.5496533404
2014-01-11,2042265.4800000002,1395472.6,1487810.4400000088,1944818.8399999992,1866038.65,2288626.74,2675324.92,2914372.009999999,1957193.952857143,1324608.3021276665
2014-01-12,1422059.2,2042265.4800000002,1395472.6,1487810.4400000088,1944818.8399999992,1866038.65,2288626.74,2675324.92,1778155.992857143,1324866.7925729512
2014-01-13,1249975.999999989,1422059.2,2042265.4800000002,1395472.6,1487810.4400000088,1944818.8399999992,1866038.65,2288626.74,1629777.3157142843,1324668.6687830756
2014-01-14,920450.6099999989,1249975.999999989,1422059.2,2042265.4800000002,1395472.6,1487810.4400000088,1944818.8399999992,1866038.65,1494693.3099999984,1323602.1303694001
2014-01-15,981805.340000002,920450.6099999989,1249975.999999989,1422059.2,2042265.4800000002,1395472.6,1487810.4400000088,1944818.8399999992,1357119.9528571416,1322702.665131586
2014-01-16,1202735.21,981805.340000002,920450.6099999989,1249975.999999989,1422059.2,2042265.4800000002,1395472.6,1487810.4400000088,1316394.9199999976,1322387.7899212667
2014-01-17,1377101.2,1202735.21,981805.340000002,920450.6099999989,1249975.999999989,1422059.2,2042265.4800000002,1395472.6,1313770.4342857117,1322531.0187434622
2014-01-18,1828866.05999999,1377101.2,1202735.21,981805.340000002,920450.6099999989,1249975.999999989,1422059.2,2042265.4800000002,1283284.8028571387,1323853.0423498761
2014-01-19,1735326.9400000002,1828866.05999999,1377101.2,1202735.21,981805.340000002,920450.6099999989,1249975.999999989,1422059.2,1328037.337142853,1324924.58895834
2014-01-20,919888.2500000022,1735326.9400000002,1828866.05999999,1377101.2,1202735.21,981805.340000002,920450.6099999989,1249975.999999989,1280881.944285712,1323872.5465194872
2014-01-21,1213727.44,919888.2500000022,1735326.9400000002,1828866.05999999,1377101.2,1202735.21,981805.340000002,920450.6099999989,1322778.6342857121,1323587.1965025973
2014-01-22,1009974.9300000011,1213727.44,919888.2500000022,1735326.9400000002,1828866.05999999,1377101.2,1202735.21,981805.340000002,1326802.8614285693,1322776.8288888957
2014-01-23,942039.139999989,1009974.9300000011,1213727.44,919888.2500000022,1735326.9400000002,1828866.05999999,1377101.2,1202735.21,1289560.5657142822,1321795.5461855736
2014-01-24,1277917.96,942039.139999989,1009974.9300000011,1213727.44,919888.2500000022,1735326.9400000002,1828866.05999999,1377101.2,1275391.531428568,1321682.7503341967
2014-01-25,1857289.5700000008,1277917.96,942039.139999989,1009974.9300000011,1213727.44,919888.2500000022,1735326.9400000002,1828866.05999999,1279452.032857141,1323056.1011538527
2014-01-26,1553823.1800000002,1857289.5700000008,1277917.96,942039.139999989,1009974.9300000011,1213727.44,919888.2500000022,1735326.9400000002,1253522.9242857124,1323646.2982864515
2014-01-27,936626.1599999968,1553823.1800000002,1857289.5700000008,1277917.96,942039.139999989,1009974.9300000011,1213727.44,919888.2500000022,1255914.0542857118,1322659.0020153127
2014-01-28,972339.3899999858,936626.1599999968,1553823.1800000002,1857289.5700000008,1277917.96,942039.139999989,1009974.9300000011,1213727.44,1221430.0471428526,1321767.6035114569
2014-01-29,1053598.5000000861,972339.3899999858,936626.1599999968,1553823.1800000002,1857289.5700000008,1277917.96,942039.139999989,1009974.9300000011,1227661.9857142933,1321086.9712690422
2014-01-30,1030900.9600000088,1053598.5000000861,972339.3899999858,936626.1599999968,1553823.1800000002,1857289.5700000008,1277917.96,942039.139999989,1240356.5314285816,1320352.3231392473
2014-01-31,1420943.7399999886,1030900.9600000088,1053598.5000000861,972339.3899999858,936626.1599999968,1553823.1800000002,1857289.5700000008,1277917.96,1260788.7857142943,1320606.3418686937
2014-02-01,1971393.609999998,1420943.7399999886,1030900.9600000088,1053598.5000000861,972339.3899999858,936626.1599999968,1553823.1800000002,1857289.5700000008,1277089.362857151,1322245.604508823
2014-02-02,1542601.7099999792,1971393.609999998,1420943.7399999886,1030900.9600000088,1053598.5000000861,972339.3899999858,936626.1599999968,1553823.1800000002,1275486.2957142908,1322799.2630653332
2014-02-03,807417.4499999998,1542601.7099999792,1971393.609999998,1420943.7399999886,1030900.9600000088,1053598.5000000861,972339.3899999858,936626.1599999968,1257027.908571434,1321507.5793233148
2014-02-04,1237723.4099999971,807417.4499999998,1542601.7099999792,1971393.609999998,1420943.7399999886,1030900.9600000088,1053598.5000000861,972339.3899999858,1294939.9114285784,1321298.1189000066
2014-02-05,4260760.180000015,1237723.4099999971,807417.4499999998,1542601.7099999792,1971393.609999998,1420943.7399999886,1030900.9600000088,1053598.5000000861,1753105.8657142825,1328628.448229433
2014-02-06,3507641.88,4260760.180000015,1237723.4099999971,807417.4499999998,1542601.7099999792,1971393.609999998,1420943.7399999886,1030900.9600000088,2106925.9971428527,1334048.8796517479
2014-02-07,2802289.5600000005,3507641.88,4260760.180000015,1237723.4099999971,807417.4499999998,1542601.7099999792,1971393.609999998,1420943.7399999886,2304261.1142857117,1337692.1567742003
2014-02-08,4308664.540000001,2802289.5600000005,3507641.88,4260760.180000015,1237723.4099999971,807417.4499999998,1542601.7099999792,1971393.609999998,2638156.9614285687,1345046.0488118879
2014-02-09,3491576.5100000096,4308664.540000001,2802289.5600000005,3507641.88,4260760.180000015,1237723.4099999971,807417.4499999998,1542601.7099999792,2916581.9328571446,1350346.1240246978
2014-02-10,2239119.790000049,3491576.5100000096,4308664.540000001,2802289.5600000005,3507641.88,4260760.180000015,1237723.4099999971,807417.4499999998,3121110.838571437,1352535.2217241446
2014-02-11,2010301.3300000376,2239119.790000049,3491576.5100000096,4308664.540000001,2802289.5600000005,3507641.88,4260760.180000015,1237723.4099999971,3231479.112857158,1354151.3546683115
2014-02-12,1982007.0200000505,2010301.3300000376,2239119.790000049,3491576.5100000096,4308664.540000001,2802289.5600000005,3507641.88,4260760.180000015,2905942.947142877,1355690.2165931442
2014-02-13,1791462.7799999788,1982007.0200000505,2010301.3300000376,2239119.790000049,3491576.5100000096,4308664.540000001,2802289.5600000005,3507641.88,2660774.5042857314,1356755.675183381
2014-02-14,2223791.1999999993,1791462.7799999788,1982007.0200000505,2010301.3300000376,2239119.790000049,3491576.5100000096,4308664.540000001,2802289.5600000005,2578131.8814285886,1358870.3959756168
2014-02-15,2452738.3399999943,2223791.1999999993,1791462.7799999788,1982007.0200000505,2010301.3300000376,2239119.790000049,3491576.5100000096,4308664.540000001,2312999.5671428735,1361531.875158158
2014-02-16,1639020.8899999987,2452738.3399999943,2223791.1999999993,1791462.7799999788,1982007.0200000505,2010301.3300000376,2239119.790000049,3491576.5100000096,2048348.7642857295,1362205.392184473
2014-02-17,1154349.1899999997,1639020.8899999987,2452738.3399999943,2223791.1999999993,1791462.7799999788,1982007.0200000505,2010301.3300000376,2239119.790000049,1893381.5357142936,1361702.1084019442
2014-02-18,1181193.3400000099,1154349.1899999997,1639020.8899999987,2452738.3399999943,2223791.1999999993,1791462.7799999788,1982007.0200000505,2010301.3300000376,1774937.5371428612,1361266.0968840653
2014-02-19,2508250.8500000034,1181193.3400000099,1154349.1899999997,1639020.8899999987,2452738.3399999943,2223791.1999999993,1791462.7799999788,1982007.0200000505,1850115.2271428544,1364029.9155662723
2014-02-20,3346432.730000003,2508250.8500000034,1181193.3400000099,1154349.1899999997,1639020.8899999987,2452738.3399999943,2223791.1999999993,1791462.7799999788,2072253.791428572,1368795.3069471228
2014-02-21,3828903.84999997,3346432.730000003,2508250.8500000034,1181193.3400000099,1154349.1899999997,1639020.8899999987,2452738.3399999943,2223791.1999999993,2301555.598571425,1374694.8478177532
2014-02-22,4507940.679999997,3828903.84999997,3346432.730000003,2508250.8500000034,1181193.3400000099,1154349.1899999997,1639020.8899999987,2452738.3399999943,2595155.93285714,1382190.6512440264
2014-02-23,3005928.340000015,4507940.679999997,3828903.84999997,3346432.730000003,2508250.8500000034,1181193.3400000099,1154349.1899999997,1639020.8899999987,2790428.425714285,1386065.920190938
2014-02-24,1659855.609999602,3005928.340000015,4507940.679999997,3828903.84999997,3346432.730000003,2508250.8500000034,1181193.3400000099,1154349.1899999997,2862643.628571371,1386717.8004047684
2014-02-25,1362857.900000002,1659855.609999602,3005928.340000015,4507940.679999997,3828903.84999997,3346432.730000003,2508250.8500000034,1181193.3400000099,2888595.7085713698,1386661.1260570134
2014-02-26,1412017.349999999,1362857.900000002,1659855.609999602,3005928.340000015,4507940.679999997,3828903.84999997,3346432.730000003,2508250.8500000034,2731990.9228570834,1386721.211895741
2014-02-27,1900824.070000011,1412017.349999999,1362857.900000002,1659855.609999602,3005928.340000015,4507940.679999997,3828903.84999997,3346432.730000003,2525475.3999999417,1387936.585082749
2014-02-28,2721166.8500000695,1900824.070000011,1412017.349999999,1362857.900000002,1659855.609999602,3005928.340000015,4507940.679999997,3828903.84999997,2367227.257142813,1391080.9960849122
2014-03-01,3166127.899999999,2721166.8500000695,1900824.070000011,1412017.349999999,1362857.900000002,1659855.609999602,3005928.340000015,4507940.679999997,2175539.7171428134,1395257.5770353007
2014-03-02,2036561.509999998,3166127.899999999,2721166.8500000695,1900824.070000011,1412017.349999999,1362857.900000002,1659855.609999602,3005928.340000015,2037058.7414285254,1396762.985328645
2014-03-03,1483736.3999999927,2036561.509999998,3166127.899999999,2721166.8500000695,1900824.070000011,1412017.349999999,1362857.900000002,1659855.609999602,2011898.854285724,1396966.6701405216
2014-03-04,1414592.500000002,1483736.3999999927,2036561.509999998,3166127.899999999,2721166.8500000695,1900824.070000011,1412017.349999999,1362857.900000002,2019289.511428581,1397007.8519859877
2014-03-05,1510646.3699999081,1414592.500000002,1483736.3999999927,2036561.509999998,3166127.899999999,2721166.8500000695,1900824.070000011,1412017.349999999,2033379.371428568,1397272.7436363697
